본부명,지사명,단속장소,교통량,단속건수,과적,불법개조,연도
전북본부,무주지사,남대전영업소,695,204,198,6,2018
전북본부,무주지사,덕유산영업소,91,30,30,0,2018
전북본부,무주지사,무주영업소,383,113,112,1,2018
전북본부,무주지사,추부영업소,331,95,92,3,2018
전북본부,보령지사,광천영업소,562,168,167,1,2018
전북본부,보령지사,군산영업소,338,90,90,0,2018
전북본부,보령지사,대천영업소,393,111,111,0,2018
전북본부,보령지사,무창포영업소,249,75,75,0,2018
전북본부,보령지사,서천영업소,531,169,169,0,2018
전북본부,보령지사,춘장대영업소,83,26,26,0,2018
전북본부,부안지사,고창영업소,448,139,139,0,2018
전북본부,부안지사,동군산영업소,560,170,169,1,2018
전북본부,부안지사,부안영업소,198,63,63,0,2018
전북본부,부안지사,서김제영업소,312,97,97,0,2018
전북본부,부안지사,선운산영업소,479,157,150,7,2018
전북본부,부안지사,줄포영업소,158,47,47,0,2018
전북본부,전주지사,금산사영업소,212,73,71,2,2018
전북본부,전주지사,김제영업소,548,165,164,1,2018
전북본부,전주지사,내장산영업소,236,66,66,0,2018
전북본부,전주지사,삼례영업소,347,113,112,1,2018
전북본부,전주지사,서전주영업소,429,132,132,0,2018
전북본부,전주지사,전주영업소,611,181,181,0,2018
전북본부,전주지사,전주지사 교통안전팀,3,1,1,0,2018
전북본부,전주지사,정읍영업소,283,85,84,1,2018
전북본부,전주지사,태인영업소,360,59,59,0,2018
전북본부,진안지사,동전주영업소,315,97,97,0,2018
전북본부,진안지사,상관영업소,339,105,105,0,2018
전북본부,진안지사,소양영업소,631,206,205,1,2018
전북본부,진안지사,장수영업소,145,34,34,0,2018
전북본부,진안지사,진안영업소,162,54,53,1,2018
지역본부,강원본부,대관령지사,3,1,1,0,2018
지역본부,강원본부,이천지사,3,1,1,0,2018
지역본부,광주전남본부,광주지사,3,1,1,0,2018
지역본부,광주전남본부,담양지사,9,3,3,0,2018
지역본부,대구경북본부,군위지사,15,5,5,0,2018
지역본부,대구경북본부,대구지사,6,2,1,1,2018
지역본부,대구경북본부,성주지사,3,1,1,0,2018
지역본부,대전충남본부,당진지사,5,3,2,1,2018
지역본부,대전충남본부,영동지사,3,1,1,0,2018
지역본부,부산경남본부,경주지사,6,2,2,0,2018
지역본부,부산경남본부,서울산지사,3,1,1,0,2018
지역본부,부산경남본부,울산지사,4,1,1,0,2018
지역본부,수도권본부,시흥지사,3,1,1,0,2018
지역본부,수도권본부,화성지사,3,1,1,0,2018
지역본부,전북본부,전주지사,12,0,0,0,2018
지역본부,전북본부,진안지사,4,0,0,0,2018
충북본부,보은지사,남상주영업소,233,64,64,0,2018
충북본부,보은지사,보은영업소,62,19,19,0,2018
충북본부,보은지사,보은지사 문의청남대영업소,246,77,74,3,2018
충북본부,보은지사,속리산영업소,111,33,31,2,2018
충북본부,보은지사,화서영업소,75,18,18,0,2018
충북본부,보은지사,회인영업소,165,55,55,0,2018
충북본부,상주지사,문경새재영업소,407,112,111,1,2018
충북본부,상주지사,북상주영업소,377,106,106,0,2018
충북본부,상주지사,상주영업소,204,62,61,1,2018
충북본부,상주지사,상주지사 고객지원팀,3,1,1,0,2018
충북본부,상주지사,점촌함창영업소,279,82,79,3,2018
충북본부,엄정지사,금왕꽃동네영업소,320,128,106,22,2018
충북본부,엄정지사,동충주영업소,807,266,263,3,2018
충북본부,엄정지사,북진천영업소,434,116,114,2,2018
충북본부,엄정지사,서충주영업소,458,154,151,3,2018
충북본부,엄정지사,엄정지사 교통안전팀,27,9,9,0,2018
충북본부,엄정지사,음성영업소,377,119,112,7,2018
충북본부,제천지사,남원주영업소,1260,416,410,6,2018
충북본부,제천지사,남제천영업소,965,291,259,32,2018
충북본부,제천지사,단양영업소,191,54,51,3,2018
충북본부,제천지사,북단양영업소,376,107,101,6,2018
충북본부,제천지사,신림영업소,634,238,215,23,2018
충북본부,제천지사,제천영업소,1049,343,332,11,2018
충북본부,제천지사,제천지사 교통안전팀,582,194,194,0,2018
충북본부,진천지사,남이천영업소,339,123,111,12,2018
충북본부,진천지사,대소영업소,356,113,113,0,2018
충북본부,진천지사,서청주영업소,982,263,262,1,2018
충북본부,진천지사,오창영업소,672,176,175,1,2018
충북본부,진천지사,일죽영업소,301,78,77,1,2018
충북본부,진천지사,증평영업소,219,65,64,1,2018
충북본부,진천지사,진천영업소,321,92,92,0,2018
충북본부,진천지사,진천지사 교통안전팀,3246,1138,1096,42,2018
충북본부,충주지사,감곡영업소,154,43,42,1,2018
충북본부,충주지사,괴산영업소,247,66,66,0,2018
충북본부,충주지사,북충주영업소,199,53,51,2,2018
충북본부,충주지사,연풍영업소,368,94,92,2,2018
충북본부,충주지사,충주영업소,178,48,46,2,2018
